text,label,label_name,source,emotion
책 팔 수 있는 곳 알려줘?,0,normal,chatbot_data,
어젯밤에 천둥 번개가 정말 크게 쳤어요. 우박으로 창문이 깨질 줄 알았어요.,2,vulnerable,kor_empathetic,afraid
내일 새로운 일을 시작하는데 너무 긴장됩니다. 잘 되길 바래요.,2,vulnerable,kor_empathetic,apprehensive
축하해. 우리 엄마도 항상 다이어트를 외쳐. 하지만 성공하지는 못했어.,0,normal,nlpbada_persona,
제 삶의 다른 영역에서 생산적인 일을 하면서 시험 공부를 미루고 있습니다.,2,vulnerable,kor_empathetic,disappointed
제 아들은 말하기 시작하는데 꽤 느렸어요.,1,positive,kor_empathetic,proud
곧 콘서트에 가는데 너무 기대돼요.,1,positive,kor_empathetic,anticipating
"전 애인이 오늘 저녁에 ""대화""를 하러 온다고 합니다.",2,vulnerable,kor_empathetic,afraid
네 나름대로? 언어만 맨날 만점 나와서 말이야.,0,normal,nlpbada_persona,
90년대 음악은 항상 저를 더 좋고 더 쉬운 시절로 데려다줍니다.,1,positive,kor_empathetic,nostalgic
행운의 펜을 잃어버렸습니다.,2,vulnerable,kor_empathetic,sad
"그러게, 그러면 잘 통하신 분을 만난 것 같네.",0,normal,nlpbada_persona,
어떻게 된 건지는 모르겠지만 월마트에서 식료품 쇼핑을 하다가 통로 사이에서 넘어졌어요. 모두가 저를 외계인처럼 쳐다봤어요.,2,vulnerable,kor_empathetic,embarrassed
가족과 800마일이나 떨어져 있어 보고 싶어요.,2,vulnerable,kor_empathetic,lonely
"저는 파트너를 속일 의도가 전혀 없으며, 파트너도 이 사실을 알아주셨으면 합니다.",1,positive,kor_empathetic,faithful
그냥 미안하다고만 쳐하지말고 너는 그 입이 문제야,3,manipulation,eoh9_gaslighting,
어젯밤에 아기가 한밤중에 깨서 이가 났어요.,1,positive,kor_empathetic,caring
여름이 거의 끝나가는 게 아쉽습니다.,2,vulnerable,kor_empathetic,sad
아들에게 부엌 청소를 부탁했습니다. 아들이 싱크대에 더러운 접시를 두고 카운터에 쓰레기를 버렸어요.,1,positive,kor_empathetic,trusting
오빠를 믿고 개를 맡기는 게 아니었어,1,positive,kor_empathetic,trusting
남편과 저는 임신을 위해 끊임없이 노력했습니다. 주변 사람들은 모두 아무 문제 없이 아이를 가질 수 있었습니다.,1,positive,kor_empathetic,joyful
집에 갈 수 없어서 실망했습니다.,2,vulnerable,kor_empathetic,sad
"스포츠 기사는 아닌데, 활동적이네.",0,normal,nlpbada_persona,
인사드리러 갔는데 파혼하는게 나을것 같아,0,normal,chatbot_data,
딸이 변호사 시험에 합격했을 때 정말 기뻤습니다.,1,positive,kor_empathetic,proud
제가 가장 좋아하는 영화는 쥬라기 공원이고 유니버설에 그 놀이기구가 있었어요. 그 놀이기구가 너무 좋아서 줄을 서서 기다릴 정도였어요.,1,positive,kor_empathetic,excited
헤어진지 한 달 조금 넘었는데 여전히 힘드네,0,normal,chatbot_data,
어머니가 아침에 딸을 학교에 데려다주러 갔다가 고양이가 죽어 있는 것을 발견했습니다. 딸은 너무 힘들어했고 우리 모두 매우 화가 났어요.,2,vulnerable,kor_empathetic,sad
정말? 그런 앱이 있는 줄 몰랐네.,0,normal,nlpbada_persona,
막내딸이 4살 때 뒷 계단에서 넘어져 머리를 부딪혔어요.,2,vulnerable,kor_empathetic,afraid
휴가를 떠날 예정이었는데 동료 중 한 명이 갑자기 그만두었습니다.,2,vulnerable,kor_empathetic,disappointed
방금 강에서 탈 보트를 샀어요!,1,positive,kor_empathetic,trusting
"서로의 행동과 습관을 너무 잘 아는 커플처럼 대화해. 장면이 과장되긴 하지만, 딱 일상적인 모습들이라 공감 가는 게 많아.",0,normal,gf_persona_user,
진짜? 그런 걸 해 주면 시원할까?,0,normal,gf_persona_user,
나는 얼마전까지 자격증 공부를 했어. 한국실용글쓰기 자격증을 취득했어. 너는 뭐해?,0,normal,nlpbada_persona,
아니 넌 살면서 한 약속들 모두 지켰냐?,3,manipulation,eoh9_gaslighting,
최근에 강아지를 잃었는데 아직도 상심이 큽니다.,2,vulnerable,kor_empathetic,sad
4분의 1 파운드짜리 햄버거 3개와 빅맥 3개가 있어요. 이거 맛있겠다.,1,positive,kor_empathetic,grateful
응 맞아. 운동은 해?,0,normal,nlpbada_persona,
"임성한 작가 작품이라ㅋㅋ, 주로 시어머니와 며느리 이야기가 중심이래. 조금 충격적인 요소도 많고.",0,normal,gf_persona_user,
내가 뭘 또 그랬다고 너까지 뭐라그래 짜증나게 다 너 잘되라고 그런건데 그냥 주제파악 못한거잖아,3,manipulation,eoh9_gaslighting,
저는 라이브 음악을 좋아해서 콘서트에 가려고 노력합니다.,1,positive,kor_empathetic,impressed
지난 주말에 오두막집에 묵게 되어 기뻤어요. 집처럼 느껴졌어요.,1,positive,kor_empathetic,content
혼자서 스타트업 회사를 시작할 수 있는 허가를 받았습니다. 너무 신나요,1,positive,kor_empathetic,trusting
누나가 그런 말 안했으면 저도 그런 말 안 했어요,3,manipulation,eoh9_gaslighting,
저는 친구가 많지 않아요.,2,vulnerable,kor_empathetic,lonely
안녕하세요! 얼마 전에 저희 집 데크 밑에 마구마구 한 마리가 새끼를 낳기 위해 작은 굴을 만들었어요. 동물 관리소에 신고하려고 했지만 사람일 것 같아서 기다리기로 했어요. 몇 주 후에 스스로 떠났어요.,1,positive,kor_empathetic,caring
아파트 침실 창문 밖에 나무가 있는데 가끔 바람이 적당히 불면 창문을 두드려서 깜짝깜짝 놀라게 합니다.,2,vulnerable,kor_empathetic,afraid
"아닌데, 그냥 평소에 입던 옷들 계속 입고 있어. 뭐 알아?",0,normal,gf_persona_user,
한동안 연애를 안 했어요. 너무 외로워요.,2,vulnerable,kor_empathetic,lonely
인정받고 싶은데 어떻게 해야돼?,0,normal,chatbot_data,
저는 청소년 지도자인데 얼마 전 우리 그룹의 한 청소년이 지역 교회에서 연설해 달라는 요청을 받았습니다.,1,positive,kor_empathetic,impressed
낯선 사람에게 신용카드를 한 번 사용하게 해줬습니다.,1,positive,kor_empathetic,trusting
제 여동생이 제 맞은편 아파트에 살았어요.,2,vulnerable,kor_empathetic,lonely
남편이 주말에 여행을 떠날 예정이라 남편이 없으면 집이 너무 조용할 것 같아요.,2,vulnerable,kor_empathetic,lonely
복권에 당첨되어 다시는 일할 필요가 없습니다.,1,positive,kor_empathetic,joyful
요즘 건강이 좋지 않지만 혈액 검사를 받는 것이 싫어서 병원에 가기가 두렵습니다.,2,vulnerable,kor_empathetic,afraid
한달!! 하고 일주일,0,normal,chatbot_data,
나같이 멍청해보이는사람 나 아니면 누가 챙겨주까?,3,manipulation,eoh9_gaslighting,
밤에 집으로 걸어가고 있었어요.,2,vulnerable,kor_empathetic,lonely
한국도 정말 예뻐서 올 겨울에는 내가 사는 전주를 여행해보려고 해.,0,normal,nlpbada_persona,
제가 가장 좋아하는 이모가 학교에서 저를 데리러 왔을 때 눈을 믿을 수가 없었어요.,1,positive,kor_empathetic,joyful
드디어 아이 방 페인트칠을 마쳤습니다. 예쁘게 나온 것 같아요.,1,positive,kor_empathetic,proud
직장에서 필요한 중요한 문서를 실수로 집에 두고 왔어요. 상사 앞에서 바보처럼 보였어요 :(,2,vulnerable,kor_empathetic,disappointed
내 개가 올해 미인대회에서 우승할 것 같아요.,1,positive,kor_empathetic,confident
코스트코 현금 카드 100달러가 있습니다. 푸드코트에서 다 써버릴거야.,1,positive,kor_empathetic,joyful
엄마가 자랑스러워요.,1,positive,kor_empathetic,impressed
곧 콘서트에 갈 예정이에요.,1,positive,kor_empathetic,excited
작년에 미적분 수업에서 두 번이나 낙제했습니다. 이 수업을 어떻게 통과해야 할지 모르겠어요.,2,vulnerable,kor_empathetic,ashamed
제 식단은 저에게 맞는 것 같습니다.,1,positive,kor_empathetic,content
니 기억력을 어떻게 돌리는데,3,manipulation,eoh9_gaslighting,
좋아. 나는 오늘 병원에 다녀왔어.,0,normal,nlpbada_persona,
여자친구의 회사가 내가 다니는 회사랑 너무 비교돼,0,normal,chatbot_data,
새 학교에 왔는데 친구가 없어요.,2,vulnerable,kor_empathetic,lonely
뭐. 왜? 그런 말투가 문제라고,3,manipulation,eoh9_gaslighting,
와 감으로 코인을 해서 수익이 났다니 대단하네. 나도 대학원은 진작 포기했어. 코인은 계속 해서 할 생각이야?,0,normal,nlpbada_persona,
열심히 한 거 같은데,0,normal,chatbot_data,
헤어지고 시간이 흐르는게 무서워,0,normal,chatbot_data,
저는 잠자는 모습을 녹음합니다. 그리고 오늘 녹음을 재생했는데 이상한 목소리가 들렸습니다.,2,vulnerable,kor_empathetic,afraid
우리 친구들도 다들 해 너만 안하는거고 그러니까 맨날 찐따 소리듣는 거라니까.,3,manipulation,eoh9_gaslighting,
아빠가 있어서 정말 운이 좋았어요.,1,positive,kor_empathetic,grateful
공중 화장실에 갔다가 바지에 화장지가 튀어나온 채로 나왔는데...,2,vulnerable,kor_empathetic,embarrassed
헬스장에 사람들이 몸이 다 좋아,0,normal,chatbot_data,
복근 만들어야지,0,normal,chatbot_data,
이미 다 사라졌어.,0,normal,nlpbada_persona,
가족들의 오래된 사진첩을 발견했습니다. 정말 추억이 되살아났어요.,1,positive,kor_empathetic,sentimental
화요일에 새 진공청소기를 받을 수 있기를 기대하고 있어요.,1,positive,kor_empathetic,anticipating
니들이 그러니까 날라리 소리 듣지 그러면서 누굴 탓하는거야,3,manipulation,eoh9_gaslighting,
어린 시절 친구들이 그리워요. 우린 정말 친했고 항상 함께 놀았죠.,1,positive,kor_empathetic,nostalgic
좋은 경험이 아니었습니다.,2,vulnerable,kor_empathetic,lonely
어렸을 때 거의 매주 일요일마다 공원에 갔던 기억이 나네요.... 좋은 추억,1,positive,kor_empathetic,nostalgic
제가 원하는 새로운 직장에 입사하게 되었습니다!,1,positive,kor_empathetic,hopeful
친구에게 거짓말한 게 미안해요.,2,vulnerable,kor_empathetic,guilty
"맞아, 하늘을 향해 쏘는 대포처럼 멋진 경기를 보여줘야지!",0,normal,gf_persona_user,
다꾸도 하고? 아이디어 좋다. 재료는 뭐 챙기면 좋을까?,0,normal,gf_persona_user,
극장에서 공포 영화를 봤을 때 무서웠습니다.,2,vulnerable,kor_empathetic,afraid
"아니, 정원을 가꾸는 것은 정말 지루해.",0,normal,nlpbada_persona,
스트레스성 위통이,0,normal,chatbot_data,
그래? 나는 오늘 부모님이 고래를 돌본 보상으로 음식을 사 주시네.,0,normal,nlpbada_persona,
1년이 지났어도,0,normal,chatbot_data,
"어젯밤에는 음식과 물, 잠자리가 있었어요. 당연하게 여겼던 것들에 대해 더 감사해야겠어요...",1,positive,kor_empathetic,grateful
제 여자친구의 이모가 방금 돌아가셨어요. 친한 사이는 아니었지만 그 일이 동생에게 미친 영향 때문에 여전히 큰 충격을 받고 있습니다. 두 사람을 돕기 위해 제가 할 수 있는 모든 일을 하고 있어요.,1,positive,kor_empathetic,caring
진짜 이제 한계야,0,normal,chatbot_data,
이웃이 제 잔디 깎는 기계를 원래 상태로 돌려줄 거라고 확신합니다.,1,positive,kor_empathetic,trusting
한 달 동안 잘 지냈어? 비올라를 배운다고 했었는데.,0,normal,nlpbada_persona,
아빠가 집에서 큰 파티를 열어요. 아빠는 제가 비행기를 타고 파티에 가길 원해요.,1,positive,kor_empathetic,hopeful
거짓말 했어,0,normal,chatbot_data,
정말 그럼 인명피해도 심각하겠네. 근데 쓰나미라고도 하고 해일이라고도 하던데 둘의 차이점이 뭔지 설명해줘?,0,normal,nlpbada_persona,
"예약하는 거, 좋다. 그럼 내가 관련 정보도 찾아볼게. 완벽한 여행을 위해서 준비 동선 짜야지!",0,normal,gf_persona_user,
썸 타는 사람한테 영통 걸까?,0,normal,chatbot_data,
지난달에 개를 죽여야 했을 때 너무 속상했어요.,2,vulnerable,kor_empathetic,devastated
"응, 나는 편안한게 좋아서 별로 안 좋아해.",0,normal,nlpbada_persona,
아니 국가에서 어렸을 때부터 구강으로 교육 하잖아 양치는 안하면서 단것만 쳐먹는 주제에 꼴에 치아 썩는게 억울하니?,3,manipulation,eoh9_gaslighting,
곧 개학이 시작됩니다. 여름이 끝났습니다.,2,vulnerable,kor_empathetic,anxious
아무래도 외곽쪽이라서 대중교통이 잘 다니지 않나봐. 그럼 이동할 때 주로 무엇을 이용해?,0,normal,nlpbada_persona,
얼마 전 동생이 다쳐서 너무 마음이 아팠어요.,1,positive,kor_empathetic,sentimental
내 딸이 그리를 죽였어요!,1,positive,kor_empathetic,impressed
사랑하는 사람이랑 헤어져야해,0,normal,chatbot_data,
무슨 일이 일어났는지 믿지 못할 거예요. 어떤 애가 제 차고 문에 쿼드를 들이받았어요.,2,vulnerable,kor_empathetic,afraid
공원에서 방금 돌아왔어요. 많은 개와 이상하게도 고양이를 봤어요.,1,positive,kor_empathetic,joyful
어떤 사람이랑 사랑하고 싶어?,0,normal,chatbot_data,
새 강아지가 생겼어요. 정말 귀엽고 장난기 많아요,1,positive,kor_empathetic,joyful
저는 매주 급여를 받을 때 사야 할 물건 목록을 작성합니다. 그러다 월급날이 오면 순식간에 사라지죠.,2,vulnerable,kor_empathetic,disappointed
얼마 전에 개를 잃었어요. 12살 때부터 제 가장 친한 친구였어요. 어떻게 해야 할지 모르겠어요...,2,vulnerable,kor_empathetic,devastated
넌 내 말보다 너의 말을 더 믿는거야? 니 말을 더 믿어야 하는거 아니냐고,3,manipulation,eoh9_gaslighting,
댓글들 왜 이렇게 곱창으로 꼬였냐?,3,manipulation,eoh9_gaslighting,
딸이 원하는 선물을 사주지 못해서 마음이 아팠어요.,2,vulnerable,kor_empathetic,guilty
"어머니가 큰 케이크를 사서 나중에 먹으라고 냉장고에 넣어두셨는데, 저는 이기적으로 모두 위층으로 가져가서 문을 닫고 애니메이션을 보면서 다 먹었습니다.",2,vulnerable,kor_empathetic,guilty
젤리를 만들 때마다 저와 룸메이트가 주말에 만들던 젤리 샷이 생각납니다.,1,positive,kor_empathetic,nostalgic
또또 뭔 과대망상이야,3,manipulation,eoh9_gaslighting,
맞아. 그리고 프랑스에서는 자전거 타고 돌아다닐 생각이야. 요즘 유럽에서는 자전거 여행이 인기라던데.,0,normal,gf_persona_user,
오늘 새 한 마리가 창문으로 추락했어요.,2,vulnerable,kor_empathetic,terrified
여자들은 좋아하는 사람한테는 장난 잘 안 쳐?,0,normal,chatbot_data,
"치과 의사 선생님이 제 치아를 멋지게 만들어 주셨어요, 정말 마음에 들어요!",1,positive,kor_empathetic,impressed
여자친구와 친구들을 만나기 전에는 매우 외로웠고 즐거운 시간이 아니 었습니다.,2,vulnerable,kor_empathetic,sad
맞아요 자살 이야기해서 관종짓한거 이제 알아요? 오빠가 눈치없는게 아니라 제가 사회성 약하고 관종같아서 그랬어요,3,manipulation,eoh9_gaslighting,
자녀가 있으신가요?,1,positive,kor_empathetic,nostalgic
고양이가 키티 스파에 있어요.,2,vulnerable,kor_empathetic,lonely
이번 달에 판매 할당량을 달성할 수 있을 것 같습니다.,1,positive,kor_empathetic,confident
오. 정말 좋은 방법이네. 그동안 여러 주제로 대화해서 너무 유익했어.,0,normal,nlpbada_persona,
이번 주말에는 휴식만 취하는 주말을 보낼 계획입니다.,1,positive,kor_empathetic,content
쇼핑몰에서 길을 잃고 헤매는 어린 소녀를 발견했어요. 경비원을 부를 수 있도록 한 매장으로 데려갔어요. 마침내 엄마가 찾았어요.,1,positive,kor_empathetic,caring
디스 이즈 어스의 새 시즌이 빨리 보고 싶어요.,1,positive,kor_empathetic,anticipating
얼마 전 조카에게 줄 레고를 사러 가야 했어요. 마트 통로에서 아주 이상한 감정이 저를 압도했습니다.,1,positive,kor_empathetic,nostalgic
"아내의 가족이 결혼 생활에 재정적으로 도움을 줄 줄 알았는데, 알고 보니 그게 맞았고 정말 감사해요.",1,positive,kor_empathetic,trusting
네 꿈을 자주 꾸는데,0,normal,chatbot_data,
얼마 전 옷장을 정리하다가 오래된 아기 담요를 발견했어요.,1,positive,kor_empathetic,nostalgic
꿈꾸니까 진짜 힘드네ㅜ,0,normal,chatbot_data,
재회 그리고 다시 이별,0,normal,chatbot_data,
"이틀 동안 아껴둔 케이크를 '누가 먹어버렸다'며 울고 있는 누나, 그 누군가가 다름 아닌 나였다니... 너무 죄책감이 든다...",2,vulnerable,kor_empathetic,guilty
이번 주말이 너무 기다려져요! 온 가족이 함께 즐거운 시간을 보낼 거예요!,1,positive,kor_empathetic,anticipating
대학 1학년 때 저와 몇몇 친구들이 정말 수상한 파티에 초대를 받았는데 가는 것을 정말 망설였어요.,2,vulnerable,kor_empathetic,apprehensive
전 싱글이 싫어요! 사방에 행복한 커플들을 보면 너무 괴로워요. 너무 슬퍼요...,2,vulnerable,kor_empathetic,lonely
오늘은 개를 동물병원에 데려가야 하는데 그럴 수 없어서 여동생에게 부탁했습니다. 동생이 잘 처리할 수 있을 거라고 확신합니다.,1,positive,kor_empathetic,trusting
남편이 맨날 늦게 들어와,0,normal,chatbot_data,
고향 마을을 방문하니 어린 시절이 떠올랐어요.,1,positive,kor_empathetic,nostalgic
오늘 자녀 양육권 소송에 대한 나쁜 소식을 들었습니다.,2,vulnerable,kor_empathetic,devastated
코스비가 한 짓을 듣고 화가 났을 때 어렸을 때 그를 사랑했습니다.,2,vulnerable,kor_empathetic,devastated
오랜 시간이 걸린 예술 작품을 만들었고 마침내 용기를 내어 공개하게 되었습니다.,1,positive,kor_empathetic,excited
사랑 없이도 잘 살았는데,0,normal,chatbot_data,
별로 세게 박지는 않았는데 벌써부터 돈뜯어내려고 그러는거야?,3,manipulation,eoh9_gaslighting,
꿈에 그리던 영화 학교에 입학하게 되어 정말 기쁩니다.,1,positive,kor_empathetic,excited
새로운 일자리를 찾는 것은 스트레스가 될 수 있습니다.,2,vulnerable,kor_empathetic,anxious
지난 주 수업 시간에 정말 긴 논문을 써야 했어요. 하지만 너무 바빠서 실제로 작업할 시간이 없었습니다. 결국 다른 사람의 오래된 논문을 베껴 쓰게 되었죠. 이런 제 자신에게 정말 화가 나요.,2,vulnerable,kor_empathetic,ashamed
"비가 오려나 보네. 안녕, 난 20대 여자야.",0,normal,nlpbada_persona,
아내와 데이트를 시작했을 때 두 번째 데이트는 12시간 정도 지속되었습니다.,1,positive,kor_empathetic,nostalgic
개가 그리워요. 살아있을 때 더 많은 시간을 함께 보냈으면 좋았을 텐데요.,2,vulnerable,kor_empathetic,anxious
헤어 드라이어로 머리를 태워서 공공장소에 나가기가 너무 부끄러워요.,2,vulnerable,kor_empathetic,embarrassed
제 친구는 이제 막 면허를 땄고 우리는 바쁜 도시에 살고 있지만 운전은 괜찮을 것 같아요.,1,positive,kor_empathetic,hopeful
최근에 스키를 타기 전에 레드불을 마셔봤어요.,1,positive,kor_empathetic,confident
제가 아는 어떤 여자가 제가 사귀고 있다는 사실을 잘 알고 있는데도 저에게 작업 걸려고 했어요!,1,positive,kor_empathetic,faithful
"안녕, 난 20대 남자야. 처음 보는 것 같네.",0,normal,nlpbada_persona,
데이트 중이었는데 내내 부거가 돌아다니는 것 같았어요.,2,vulnerable,kor_empathetic,embarrassed
일요일에 콘서트에 가는데 너무 기대돼요!,2,vulnerable,kor_empathetic,anxious
괜찮아! 챙겨주시는 기분이 들어서 오히려 좋아.,0,normal,nlpbada_persona,
아버지가 걱정됩니다,2,vulnerable,kor_empathetic,afraid
장거리 여자친구와 한 달을 함께 보낸 후 집으로 돌아가기 위해 헤어져야 했습니다.,2,vulnerable,kor_empathetic,sad
저는 형제들을 믿습니다. 그들은 저를 실망시키는 일이 거의 없습니다.,1,positive,kor_empathetic,trusting
얼마 전 제 친구의 남자친구가 저와 친밀한 관계를 맺으려고 시도했습니다. 그는 제가 결혼한 지 아주 오래되었고 친구와 사귀고 있다는 사실을 알고 있었습니다. 저는 남편을 정말 사랑하기 때문에 단호하게 거절했어요.,1,positive,kor_empathetic,faithful
SNS 흔적,0,normal,chatbot_data,
상을 받을 수 있을지 기다리고 있었어요.,2,vulnerable,kor_empathetic,anxious
짝녀한테 실망했음.,0,normal,chatbot_data,
진짜 좋아하면 장거리 연애 가능?,0,normal,chatbot_data,
니가 나약해빠진 정신병 있는 사람이라 생각하는 의지만 가지면 안되는 게 어디있어,3,manipulation,eoh9_gaslighting,
저는 전 여친 관련해서 거의 모든걸 다 지웠어,0,normal,chatbot_data,
첫 아이가 태어나기를 기다리며 바늘에 꽂힌 핀에 매달려 있었어요.,2,vulnerable,kor_empathetic,anxious
계속 시간을 갖자는 의미는 뭔가?,0,normal,chatbot_data,
"여자 친구가 정말 아팠을 때, 나는 그녀 옆에 머물면서 그녀를 위해 모든 것을했고, 그녀를 위해 요리했습니다. 나는 그녀가 최고라고 느끼기를 바랐습니다.",1,positive,kor_empathetic,caring
제 동생이 방금 석사 과정을 졸업했어요.,1,positive,kor_empathetic,proud
한번은 친구 옆에서 재채기를 크게 했는데 벌레가 친구를 향해 날아갔어요.,2,vulnerable,kor_empathetic,embarrassed
집착같은데 걔는 뭐라고 생각할까,0,normal,chatbot_data,
오늘 컴퓨터를 고친 것도 확실해요.,1,positive,kor_empathetic,confident
타이거 우즈의 경기를 본 적이 있나요?,1,positive,kor_empathetic,impressed
저는 3 년 동안 여자 친구에게 충실했고 그녀는 최고입니다!,1,positive,kor_empathetic,faithful
어렸을 때는 밤에 잠들기가 너무 무서웠어요.,2,vulnerable,kor_empathetic,afraid
제 여자친구는 제가 결혼하자고 했을 때 거절했어요.,2,vulnerable,kor_empathetic,disappointed
"안녕하세요, 저는 이번 여름에 여행을 다녀왔습니다.",1,positive,kor_empathetic,trusting
큰 자연재해가 많지 않은 지역에서 태어난 것은 정말 축복받은 일이라고 생각합니다.,1,positive,kor_empathetic,grateful
나도 메밀 좋아하지! 근데 메밀 가루로 카레하는 건 처음 들어봐. 얼마나 맛있어?,0,normal,gf_persona_user,
진짜? 시내버스 요금이면 완전 싼건데? 근데 어떤 바다 코스로 가는거야?,0,normal,gf_persona_user,
"이제는 꼭 그렇지도 않아. 네덜란드, 이탈리아, 캐나다와 같은 서구권 선수들의 기량이 많이 올라와서 긴장돼.",0,normal,nlpbada_persona,
퍼즐을 맞추면서 할 수 있다는 확신이 들었습니다.,1,positive,kor_empathetic,confident
"엄마의 집 페인트칠을 돕고 있었는데, 어렸을 때 엄마에게 그림 그리는 것을 도와줄 수 있는지 물어보곤 했던 기억이 떠올랐어요.",1,positive,kor_empathetic,sentimental
"주말에 오랜만에 친척들이 모두 떠난 후 집에 있는 것만큼 좋은 것도 없죠. 가족을 만나는 것도 좋지만, 열광적인 에너지가 끝나고 발을 딛고 일어설 수 있게 되면... 보람을 느낍니다.",1,positive,kor_empathetic,content
남편이 올 겨울 난방을 위해 집에 화목 보일러를 설치하고 있어요. 남편이 혼자서 모든 것을 해내고 있어서 정말 인상적입니다.,1,positive,kor_empathetic,proud
"응, 나는 과일을 다 좋아해. 선생님은 안 좋아해?",0,normal,nlpbada_persona,
"오, 그럼 앞으로 핑크컬러 제품이 많아질 것 같네. 우리도 핑크 옷 하나 사볼까?",0,normal,gf_persona_user,
기름이 필요한데 현금이 없었어요. 어떤 낯선 분이 제가 묻지도 않았는데 주유비를 지불해 주셨어요.,1,positive,kor_empathetic,grateful
오늘 이웃이 제 지갑을 돌려주셨어요.,1,positive,kor_empathetic,grateful
최근에 한 젊은 남성이 땅에 쓰러진 할머니를 도와주는 것을 보고 알려드리고 싶었습니다. 사람들이 다른 사람들을 돕는 것을 보는 것은 좋은 일입니다.,1,positive,kor_empathetic,impressed
"""친구가 마침내 전 남친을 떠났을 때 인상적이었어요.",1,positive,kor_empathetic,impressed
18일부터 20일 사이에 무료 발레 갈라쇼가 있대. 여러 발레단이 참여해서 정말 다채로운 공연이 될 거야.,0,normal,gf_persona_user,
방법도 안 말해주고 그냥 열심히 하래,0,normal,chatbot_data,
저 회사가 도대체 저런걸 왜 받아주냐?,3,manipulation,eoh9_gaslighting,
"내가 상상하는 이미지가 있는데, 영화로 보면 몰입도가 깨져.",0,normal,nlpbada_persona,
"네, 아무래도 현지에 가서 말하려면 자주 해보는게 좋을거 같아서. 물가도 많이 올랐는데, 미리 여행 용품을 준비해 두는 게 좋겠지?",0,normal,nlpbada_persona,
아내가 나를 떠났을 때 슬펐다,2,vulnerable,kor_empathetic,sad
"애완견이 보고 싶어요, 그녀가 없으면 너무 허전해요.",2,vulnerable,kor_empathetic,sad
가족들이 오랜만에 저희 집을 방문하고 오늘 떠났습니다. 벌써 보고 싶고 가족 근처에 살고 싶어요.,2,vulnerable,kor_empathetic,lonely
단시간에 주요 업무 과제를 완료했습니다.,1,positive,kor_empathetic,proud
고마워. 의상 디자이너면 그럼 과도 비슷한 과 나왔겠네?,0,normal,nlpbada_persona,
일요일에 엄마 집에서 실수로 꽃병을 깨뜨렸어요.,2,vulnerable,kor_empathetic,ashamed
지난번 엘버트를 올랐을 때 고산병에 걸렸어요. 다음 주에 콜로라도로 가서 다시 등반을 시도할 계획입니다.,2,vulnerable,kor_empathetic,anxious
얼마 전에 새로운 자전거 트레일을 갔는데 정말 재미있었지만 조금 무서웠어요.,2,vulnerable,kor_empathetic,apprehensive
저는 최근에 좋은 친구와 작별을 고했습니다. 그녀가 그리워요,2,vulnerable,kor_empathetic,sad
이제 힘내렵니다!,0,normal,chatbot_data,
최근에 친구와 함께 교회에 갔습니다.,1,positive,kor_empathetic,faithful
워터파크? 갑자기? 근데 요즘 사람 엄청 많을 것 같은데...,0,normal,gf_persona_user,
우리 강아지가 목줄에서 꿈틀거렸습니다. 그는 바쁜 도로를 향해 달려가다가 차에 치였습니다. 정말 끔찍했어요.,2,vulnerable,kor_empathetic,devastated
극장에서 공포 영화를 봤을 때 정말 무서웠어요.,2,vulnerable,kor_empathetic,terrified
저는 오래된 트럭을 운전하는 것을 즐깁니다.,1,positive,kor_empathetic,nostalgic
핸드폰이 느려터졌어,0,normal,chatbot_data,
정말 살을 빼고 싶어요. 할 수 있다는 걸 알아요,1,positive,kor_empathetic,confident
부케 뭐로 하지,0,normal,chatbot_data,
며칠 전 뒷마당에서 우연히 뱀을 밟고 지나갔습니다.,2,vulnerable,kor_empathetic,terrified
이번 주말에 정말 중요한 경기가 있어요. 어렸을 때부터 축구를 해본 적이 없어서 성인 리그에 참가하는 것이 정말 떨려요.,2,vulnerable,kor_empathetic,anxious
담배피는게 싫어.,0,normal,chatbot_data,
"응, 괜찮은데. 최근에 다시 축구 게임하고 싶어서.",0,normal,gf_persona_user,
날씨가 화창할 때마다 행복감을 느낍니다.,1,positive,kor_empathetic,joyful
오늘이 제 여동생의 세 번째 생일이었을 거예요.,2,vulnerable,kor_empathetic,sad
"응, 룸메이트는 취업을 해서 열등감이 생겨. 나는 락음악도 싫어하는데 계속 틀어 놓고 별로 기분이 좋지 않아.",0,normal,nlpbada_persona,
내일 면접이 있는데 면접에서 실수할 것 같다는 생각이 계속 들어요.,2,vulnerable,kor_empathetic,anxious
그러면 주말에 같이 쇼핑 가서 보자. 너가 어떤 디자인 마음에 들어하는지 보고 고르면 좋을 것 같아.,0,normal,gf_persona_user,
제 여동생이 지난주에 아름답고 건강한 여아를 낳았습니다! 조카를 만나서 정말 기뻤어요.,1,positive,kor_empathetic,joyful
기분이 좀 안 좋아요.,2,vulnerable,kor_empathetic,ashamed
저는 어떤 차를 운전해도 괜찮습니다.,1,positive,kor_empathetic,content
부모님께서도 야구를 좋아하시네!,0,normal,nlpbada_persona,
"안녕, 잘 지냈어? 시간이 또 이렇게 흘렀네.",0,normal,nlpbada_persona,
나도 이제 먹을래. 뭘 먹을지 고민이야. 내가 편식이 심해서 먹을 수 있는게 많지 않아.,0,normal,nlpbada_persona,
"어 맞아, 짧고 간편하니까 훨씬 보기 좋더라. 특히 일상 속의 다양한 이야기들!",0,normal,gf_persona_user,
